id,name,type,organ,ontology_id
CL:0002350$$4134,endocardial cell,CT,heart,CL:0002350
UBERON:0002135,mitral valve,AS,heart,UBERON:0002135
CL:4030032$$4135,valve interstitial cell,CT,heart,CL:4030032
CL:0002350$$4136,endocardial cell,CT,heart,CL:0002350
UBERON:0002137,aortic valve,AS,heart,UBERON:0002137
CL:4030032$$4137,valve interstitial cell,CT,heart,CL:4030032
CL:0000071$$4138,blood vessel endothelial cell,CT,heart,CL:0000071
UBERON:0002348,epicardium,AS,heart,UBERON:0002348
CL:0000077,mesothelial cell,CT,heart,CL:0000077
CL:1000309,epicardial adipocyte,CT,heart,CL:1000309
CL:0002573$$4139,Schwann cell,CT,heart,CL:0002573
CL:0000359$$4140,vascular associated smooth muscle cell,CT,heart,CL:0000359
CL:0000057$$4141,fibroblast,CT,heart,CL:0000057
CL:0000071$$4142,blood vessel endothelial cell,CT,heart,CL:0000071
CL:0000235$$4143,macrophage,CT,heart,CL:0000235
UBERON:0002113,kidney,AS,kidney,UBERON:0002113
UBERON:0002015,kidney capsule,AS,kidney,UBERON:0002015
CL:0000499$$4144,stromal cell,CT,kidney,CL:0000499
ASCTB-TEMP:capsule-mesenchymal-stromal-cell,capsule mesenchymal stromal cell,CT,kidney,ASCTB-TEMP:capsule-mesenchymal-stromal-cell
UBERON:0001225,cortex of kidney,AS,kidney,UBERON:0001225
UBERON:0002189,outer cortex of kidney,AS,kidney,UBERON:0002189
UBERON:0004188,glomerular epithelium,AS,kidney,UBERON:0004188
UBERON:0005751,glomerular visceral epithelium,AS,kidney,UBERON:0005751
CL:0000653,podocyte,CT,kidney,CL:0000653
UBERON:0005271,juxtamedullary cortex,AS,kidney,UBERON:0005271
UBERON:0004188$$4145,glomerular epithelium,AS,kidney,UBERON:0004188
UBERON:0005751$$4146,glomerular visceral epithelium,AS,kidney,UBERON:0005751
CL:0000653$$4147,podocyte,CT,kidney,CL:0000653
UBERON:0009883,medullary ray,AS,kidney,UBERON:0009883
UBERON:0004203,cortical collecting duct,AS,kidney,UBERON:0004203
CL:1000714,kidney cortex collecting duct principal cell,CT,kidney,CL:1000714
UBERON:0000362,renal medulla,AS,kidney,UBERON:0000362
UBERON:0004202,kidney outer medulla outer stripe,AS,kidney,UBERON:0004202
UBERON:0001291,thick ascending limb of loop of Henle,AS,kidney,UBERON:0001291
CL:1001108,kidney loop of Henle medullary thick ascending limb epithelial cell,CT,kidney,CL:1001108
UBERON:0004201,kidney outer medulla inner stripe,AS,kidney,UBERON:0004201
UBERON:0001289,descending limb of loop of Henle,AS,kidney,UBERON:0001289
UBERON:8600036,kidney loop of Henle long descending thin limb outer medulla,AS,kidney,UBERON:8600036
CL:4030013,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CT,kidney,CL:4030013
UBERON:0001294,inner medulla of kidney,AS,kidney,UBERON:0001294
UBERON:0009202$$4148,descending vasa recta,AS,kidney,UBERON:0009202
CL:1001285,vasa recta descending limb cell,CT,kidney,CL:1001285
UBERON:0001228,renal papilla,AS,kidney,UBERON:0001228
UBERON:0009095,tip of renal papilla,AS,kidney,UBERON:0009095
CL:1000718,kidney inner medulla collecting duct principal cell,CT,kidney,CL:1000718
UBERON:0001284,renal column,AS,kidney,UBERON:0001284
UBERON:0004188$$4149,glomerular epithelium,AS,kidney,UBERON:0004188
UBERON:0005751$$4150,glomerular visceral epithelium,AS,kidney,UBERON:0005751
CL:0000653$$4151,podocyte,CT,kidney,CL:0000653
UBERON:0004200,kidney pyramid,AS,kidney,UBERON:0004200
UBERON:0009202$$4152,descending vasa recta,AS,kidney,UBERON:0009202
CL:1001285$$4153,vasa recta descending limb cell,CT,kidney,CL:1001285
UBERON:0001285,nephron,AS,kidney,UBERON:0001285
UBERON:0001229,Renal Corpuscle,AS,kidney,UBERON:0001229
UBERON:0004188$$4154,glomerular epithelium,AS,kidney,UBERON:0004188
UBERON:0005750,glomerular parietal epithelium,AS,kidney,UBERON:0005750
CL:1000452,parietal epithelial cell,CT,kidney,CL:1000452
UBERON:0005751$$4155,glomerular visceral epithelium,AS,kidney,UBERON:0005751
CL:0000653$$4156,podocyte,CT,kidney,CL:0000653
UBERON:0000074,renal glomerulus,AS,kidney,UBERON:0000074
UBERON:0004190,renal glomerulus vasculature,AS,kidney,UBERON:0004190
UBERON:0004294,glomerular capillary endothelium,AS,kidney,UBERON:0004294
CL:1001005,glomerular capillary endothelial cell,CT,kidney,CL:1001005
UBERON:0005215,kidney interstitium,AS,kidney,UBERON:0005215
UBERON:0002319,mesangium,AS,kidney,UBERON:0002319
UBERON:0002320,glomerular mesangium,AS,kidney,UBERON:0002320
CL:1000742,glomerular mesangial cell,CT,kidney,CL:1000742
UBERON:0001231,nephron tubule,AS,kidney,UBERON:0001231
UBERON:0004134,proximal tubule,AS,kidney,UBERON:0004134
CL:0002306,epithelial cell of proximal tubule,CT,kidney,CL:0002306
UBERON:0004196,proximal convoluted tubule segment 1,AS,kidney,UBERON:0004196
CL:4030009,epithelial cell of proximal tubule segment 1,CT,kidney,CL:4030009
UBERON:0004197,proximal convoluted tubule segment 2,AS,kidney,UBERON:0004197
CL:4030010,epithelial cell of proximal tubule segment 2,CT,kidney,CL:4030010
UBERON:0001290,proximal straight tubule,AS,kidney,UBERON:0001290
CL:4030011,epithelial cell of proximal tubule segment 3,CT,kidney,CL:4030011
UBERON:0001289$$4157,descending limb of loop of Henle,AS,kidney,UBERON:0001289
UBERON:0005096,descending thin limb,AS,kidney,UBERON:0005096
CL:1001111,kidney loop of Henle thin descending limb epithelial cell,CT,kidney,CL:1001111
UBERON:0005099,short descending thin limb,AS,kidney,UBERON:0005099
CL:4030012,kidney loop of Henle short descending thin limb epithelial cell,CT,kidney,CL:4030012
UBERON:8600036$$4158,kidney loop of Henle long descending thin limb outer medulla,AS,kidney,UBERON:8600036
CL:4030013$$4159,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CT,kidney,CL:4030013
UBERON:8600037,kidney loop of Henle long descending thin limb inner medulla,AS,kidney,UBERON:8600037
CL:4030014,kidney loop of Henle long descending thin limb inner medulla epithelial cell,CT,kidney,CL:4030014
UBERON:0004193,loop of Henle ascending limb thin segment,AS,kidney,UBERON:0004193
CL:1001107,kidney loop of Henle thin ascending limb epithelial cell,CT,kidney,CL:1001107
UBERON:0001291$$4160,thick ascending limb of loop of Henle,AS,kidney,UBERON:0001291
CL:1001106,kidney loop of Henle thick ascending limb epithelial cell,CT,kidney,CL:1001106
CL:1001109,kidney loop of Henle cortical thick ascending limb epithelial cell,CT,kidney,CL:1001109
CL:1001108$$4161,kidney loop of Henle medullary thick ascending limb epithelial cell,CT,kidney,CL:1001108
UBERON:0002335,macula densa,AS,kidney,UBERON:0002335
CL:1000850,macula densa epithelial cell,CT,kidney,CL:1000850
UBERON:0001292,distal convoluted tubule,AS,kidney,UBERON:0001292
CL:1000849,kidney distal convoluted tubule epithelial cell,CT,kidney,CL:1000849
CL:4030016,epithelial cell of early distal convoluted tubule,CT,kidney,CL:4030016
CL:4030017,epithelial cell of late distal convoluted tubule,CT,kidney,CL:4030017
UBERON:0005097,renal connecting tubule,AS,kidney,UBERON:0005097
CL:1000768,kidney connecting tubule epithelial cell,CT,kidney,CL:1000768
CL:4030018,kidney connecting tubule principal cell,CT,kidney,CL:4030018
CL:4030019,kidney connecting tubule intercalated cell,CT,kidney,CL:4030019
CL:4030020,kidney connecting tubule alpha-intercalated cell,CT,kidney,CL:4030020
CL:4030021,kidney connecting tubule beta-intercalated cell,CT,kidney,CL:4030021
UBERON:0004100,renal collecting system,AS,kidney,UBERON:0004100
UBERON:0001232,collecting duct of renal tubule,AS,kidney,UBERON:0001232
CL:1000454,kidney collecting duct epithelial cell,CT,kidney,CL:1000454
CL:1001431,kidney collecting duct principal cell,CT,kidney,CL:1001431
UBERON:0004203$$4162,cortical collecting duct,AS,kidney,UBERON:0004203
CL:1000714$$4163,kidney cortex collecting duct principal cell,CT,kidney,CL:1000714
UBERON:0004204,outer medullary collecting duct,AS,kidney,UBERON:0004204
CL:1000716,kidney outer medulla collecting duct principal cell,CT,kidney,CL:1000716
UBERON:0004205,inner medullary collecting duct,AS,kidney,UBERON:0004205
CL:1000718$$4164,kidney inner medulla collecting duct principal cell,CT,kidney,CL:1000718
ASCTB-TEMP:transitional-principal-intercalated-cell,Transitional principal-intercalated cell,CT,kidney,ASCTB-TEMP:transitional-principal-intercalated-cell
CL:1001432,kidney collecting duct intercalated cell,CT,kidney,CL:1001432
CL:4030015,kidney collecting duct alpha-intercalated cell,CT,kidney,CL:4030015
CL:1000715,kidney cortex collecting duct intercalated cell,CT,kidney,CL:1000715
CL:1000717,kidney outer medulla collecting duct intercalated cell,CT,kidney,CL:1000717
CL:0002201,renal beta-intercalated cell,CT,kidney,CL:0002201
UBERON:0006544,kidney vasculature,AS,kidney,UBERON:0006544
UBERON:0003517,kidney blood vessel,AS,kidney,UBERON:0003517
UBERON:0001986,endothelium,AS,kidney,UBERON:0001986
CL:0000115$$4165,endothelial cell,CT,kidney,CL:0000115
UBERON:0034884,juxtaglomerular arteriole,AS,kidney,UBERON:0034884
UBERON:0004639$$4166,renal afferent arteriole,AS,kidney,UBERON:0004639
CL:1001096,kidney afferent arteriole endothelial cell,CT,kidney,CL:1001096
UBERON:0004640$$4167,renal efferent arteriole,AS,kidney,UBERON:0004640
CL:1001099,kidney efferent arteriole endothelial cell,CT,kidney,CL:1001099
UBERON:0003527,kidney capillary,AS,kidney,UBERON:0003527
UBERON:0005272$$4168,peritubular capillary,AS,kidney,UBERON:0005272
UBERON:0012441,endothelium of peritubular capillary,AS,kidney,UBERON:0012441
CL:1001033,peritubular capillary endothelial cell,CT,kidney,CL:1001033
UBERON:0004726$$4169,vasa recta,AS,kidney,UBERON:0004726
UBERON:0009202$$4170,descending vasa recta,AS,kidney,UBERON:0009202
UBERON:0001986$$4171,endothelium,AS,kidney,UBERON:0001986
CL:1001285$$4172,vasa recta descending limb cell,CT,kidney,CL:1001285
UBERON:0009091$$4173,ascending vasa recta,AS,kidney,UBERON:0009091
UBERON:0001986$$4174,endothelium,AS,kidney,UBERON:0001986
CL:1001131,vasa recta ascending limb cell,CT,kidney,CL:1001131
ASCTB-TEMP:kidney-lymphatic-vessel,Kidney Lymphatic Vessel,AS,kidney,ASCTB-TEMP:kidney-lymphatic-vessel
UBERON:0002042,lymphatic vessel endothelium,AS,kidney,UBERON:0002042
CL:0002138$$4175,endothelial cell of lymphatic vessel,CT,kidney,CL:0002138
CL:1001318,renal interstitial pericyte,CT,kidney,CL:1001318
CL:0019018,blood vessel smooth muscle cell,CT,kidney,CL:0019018
UBERON:0002303,juxtaglomerular apparatus,AS,kidney,UBERON:0002303
CL:0000648,kidney granular cell,CT,kidney,CL:0000648
UBERON:0005215$$4176,kidney interstitium,AS,kidney,UBERON:0005215
CL:1000692,kidney interstitial fibroblast,CT,kidney,CL:1000692
CL:4030022,renal medullary fibroblast,CT,kidney,CL:4030022
CL:1000691,kidney interstitial myofibroblast,CT,kidney,CL:1000691
CL:0000738,Leukocyte,CT,kidney,CL:0000738
CL:1000695,kidney interstitial alternatively activated macrophage,CT,kidney,CL:1000695
CL:0000875,non-classical monocyte,CT,kidney,CL:0000875
CL:0000623$$4177,natural killer cell,CT,kidney,CL:0000623
CL:0000814$$4178,mature NK T cell,CT,kidney,CL:0000814
CL:0001056$$4179,"dendritic cell, human",CT,kidney,CL:0001056
CL:0000990$$4180,conventional dendritic cell,CT,kidney,CL:0000990
CL:0001058$$4181,"plasmacytoid dendritic cell, human",CT,kidney,CL:0001058
CL:0000576$$4182,monocyte,CT,kidney,CL:0000576
CL:0000113,mononuclear phagocyte,CT,kidney,CL:0000113
ASCTB-TEMP:monocyte-derived-cell,Monocyte Derived Cell,CT,kidney,ASCTB-TEMP:monocyte-derived-cell
CL:0000084$$4183,T cell,CT,kidney,CL:0000084
CL:0000910,cytotoxic T cell,CT,kidney,CL:0000910
CL:0000815$$4184,regulatory T cell,CT,kidney,CL:0000815
CL:0000236$$4185,B cell,CT,kidney,CL:0000236
CL:0000786$$4186,plasma cell,CT,kidney,CL:0000786
CL:0000775$$4187,neutrophil,CT,kidney,CL:0000775
CL:0000097$$4188,mast cell,CT,kidney,CL:0000097
UBERON:0001228$$4189,renal papilla,AS,kidney,UBERON:0001228
UBERON:0009095$$4190,tip of renal papilla,AS,kidney,UBERON:0009095
ASCTB-TEMP:papillary-tip-epithelium,Papillary Tip Epithelium,AS,kidney,ASCTB-TEMP:papillary-tip-epithelium
CL:1000597,papillary tips cell,CT,kidney,CL:1000597
UBERON:0001465,knee,AS,knee,UBERON:0001465
UBERON:0001485,Knee Joint,AS,knee,UBERON:0001485
UBERON:0009980,condyle of femur,AS,knee,UBERON:0009980
UBERON:0009984,medial condyle of femur,AS,knee,UBERON:0009984
UBERON:0010996,articular cartilage of joint,AS,knee,UBERON:0010996
CL:1001607,articular chondrocyte,CT,knee,CL:1001607
ASCTB-TEMP:regulatory-chondrocyte-1,Regulatory Chondrocyte 1,CT,knee,ASCTB-TEMP:regulatory-chondrocyte-1
ASCTB-TEMP:regulatory-chondrocyte-2,Regulatory Chondrocyte 2,CT,knee,ASCTB-TEMP:regulatory-chondrocyte-2
CL:0020023,effector chondrocyte,CT,knee,CL:0020023
ASCTB-TEMP:prefibrocartilage-chondrocyte,Prefibrocartilage Chondrocyte,CT,knee,ASCTB-TEMP:prefibrocartilage-chondrocyte
ASCTB-TEMP:fibrocartilage-chondrocyte-1,Fibrocartilage Chondrocyte 1,CT,knee,ASCTB-TEMP:fibrocartilage-chondrocyte-1
ASCTB-TEMP:fibrocartilage-chondrocyte-2,Fibrocartilage Chondrocyte 2,CT,knee,ASCTB-TEMP:fibrocartilage-chondrocyte-2
ASCTB-TEMP:homeostatic-chodrocyte,Homeostatic Chodrocyte,CT,knee,ASCTB-TEMP:homeostatic-chodrocyte
ASCTB-TEMP:reparative-chondrocyte,Reparative Chondrocyte,CT,knee,ASCTB-TEMP:reparative-chondrocyte
CL:0020022,prehypertrophic chondrocyte,CT,knee,CL:0020022
CL:0000743,hypertrophic chondrocyte,CT,knee,CL:0000743
UBERON:0009985,lateral condyle of femur,AS,knee,UBERON:0009985
UBERON:0010996$$4191,articular cartilage of joint,AS,knee,UBERON:0010996
CL:1001607$$4192,articular chondrocyte,CT,knee,CL:1001607
ASCTB-TEMP:regulatory-chondrocyte-1$$4193,Regulatory Chondrocyte 1,CT,knee,ASCTB-TEMP:regulatory-chondrocyte-1
ASCTB-TEMP:regulatory-chondrocyte-2$$4194,Regulatory Chondrocyte 2,CT,knee,ASCTB-TEMP:regulatory-chondrocyte-2
CL:0020023$$4195,effector chondrocyte,CT,knee,CL:0020023
ASCTB-TEMP:prefibrocartilage-chondrocyte$$4196,Prefibrocartilage Chondrocyte,CT,knee,ASCTB-TEMP:prefibrocartilage-chondrocyte
ASCTB-TEMP:fibrocartilage-chondrocyte-1$$4197,Fibrocartilage Chondrocyte 1,CT,knee,ASCTB-TEMP:fibrocartilage-chondrocyte-1
ASCTB-TEMP:fibrocartilage-chondrocyte-2$$4198,Fibrocartilage Chondrocyte 2,CT,knee,ASCTB-TEMP:fibrocartilage-chondrocyte-2
ASCTB-TEMP:homeostatic-chodrocyte$$4199,Homeostatic Chodrocyte,CT,knee,ASCTB-TEMP:homeostatic-chodrocyte
ASCTB-TEMP:reparative-chondrocyte$$4200,Reparative Chondrocyte,CT,knee,ASCTB-TEMP:reparative-chondrocyte
CL:0020022$$4201,prehypertrophic chondrocyte,CT,knee,CL:0020022
CL:0000743$$4202,hypertrophic chondrocyte,CT,knee,CL:0000743
UBERON:0000059,large intestine,AS,large_intestine,UBERON:0000059
UBERON:0000569,ileocecal valve,AS,large_intestine,UBERON:0000569
UBERON:0000317,colonic mucosa,AS,large_intestine,UBERON:0000317
UBERON:0000397,colonic epithelium,AS,large_intestine,UBERON:0000397
CL:0002071,enterocyte of epithelium of large intestine,CT,large_intestine,CL:0002071
CL:1000321,large intestine crypt goblet cell,CT,large_intestine,CL:1000321
UBERON:0001984,crypt of Lieberkuhn of large intestine,AS,large_intestine,UBERON:0001984
UBERON:0011184,epithelium of crypt of Lieberkuhn,AS,large_intestine,UBERON:0011184
CL:0009016,intestinal crypt stem cell of large intestine,CT,large_intestine,CL:0009016
CL:0009009,paneth cell of epithelium of large intestine,CT,large_intestine,CL:0009009
CL:0000165,neuroendocrine cell,CT,large_intestine,CL:0000165
CL:0002071$$4203,enterocyte of epithelium of large intestine,CT,large_intestine,CL:0002071
CL:1000321$$4204,large intestine crypt goblet cell,CT,large_intestine,CL:1000321
CL:0009011,transit amplifying cell of colon,CT,large_intestine,CL:0009011
CL:0019032,intestinal tuft cell,CT,large_intestine,CL:0019032
CL:0000915,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000915
CL:0000802,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CT,large_intestine,CL:0000802
CL:0000796,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000796
CL:0000793,"CD4-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000793
CL:0000935,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000935
UBERON:0007177,lamina propria of mucosa of colon,AS,large_intestine,UBERON:0007177
ASCTB-TEMP:subepithelial-membrane,subepithelial membrane,CT,large_intestine,ASCTB-TEMP:subepithelial-membrane
ASCTB-TEMP:pericryptal-fibroblastic-sheath,pericryptal fibroblastic sheath,CT,large_intestine,ASCTB-TEMP:pericryptal-fibroblastic-sheath
CL:0002144$$4205,capillary endothelial cell,CT,large_intestine,CL:0002144
CL:0002138$$4206,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4207,pericyte,CT,large_intestine,CL:0000669
CL:0000186,myofibroblast cell,CT,large_intestine,CL:0000186
CL:0000057$$4208,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4209,Schwann cell,CT,large_intestine,CL:0002573
ASCTB-TEMP:ganglion,ganglion,CT,large_intestine,ASCTB-TEMP:ganglion
CL:0000165$$4210,neuroendocrine cell,CT,large_intestine,CL:0000165
UBERON:0001962,gut-associated lymphoid tissue,AS,large_intestine,UBERON:0001962
CL:0000682,M cell of gut,CT,large_intestine,CL:0000682
CL:0009018,lymphocyte of large intestine lamina propria,CT,large_intestine,CL:0009018
CL:0000235$$4211,macrophage,CT,large_intestine,CL:0000235
CL:0002138$$4212,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0002652,endothelial cell of high endothelial venule,CT,large_intestine,CL:0002652
CL:0000786$$4213,plasma cell,CT,large_intestine,CL:0000786
CL:0000041,mature eosinophil,CT,large_intestine,CL:0000041
CL:0000097$$4214,mast cell,CT,large_intestine,CL:0000097
CL:0000096,mature neutrophil,CT,large_intestine,CL:0000096
CL:0000451$$4215,dendritic cell,CT,large_intestine,CL:0000451
UBERON:0007178,muscularis mucosae of colon,AS,large_intestine,UBERON:0007178
CL:0000057$$4216,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4217,Schwann cell,CT,large_intestine,CL:0002573
CL:0002144$$4218,capillary endothelial cell,CT,large_intestine,CL:0002144
CL:0002138$$4219,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4220,pericyte,CT,large_intestine,CL:0000669
UBERON:0003331,submucosa of colon,AS,large_intestine,UBERON:0003331
CL:0000136$$4221,fat cell,CT,large_intestine,CL:0000136
CL:0000057$$4222,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4223,Schwann cell,CT,large_intestine,CL:0002573
CL:1000412$$4224,endothelial cell of arteriole,CT,large_intestine,CL:1000412
CL:1000414$$4225,endothelial cell of venule,CT,large_intestine,CL:1000414
CL:0002138$$4226,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0002144$$4227,capillary endothelial cell,CT,large_intestine,CL:0002144
CL:0000669$$4228,pericyte,CT,large_intestine,CL:0000669
UBERON:0001962$$4229,gut-associated lymphoid tissue,AS,large_intestine,UBERON:0001962
CL:0009018$$4230,lymphocyte of large intestine lamina propria,CT,large_intestine,CL:0009018
CL:0000235$$4231,macrophage,CT,large_intestine,CL:0000235
CL:0000451$$4232,dendritic cell,CT,large_intestine,CL:0000451
CL:0002138$$4233,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0002652$$4234,endothelial cell of high endothelial venule,CT,large_intestine,CL:0002652
CL:0000669$$4235,pericyte,CT,large_intestine,CL:0000669
CL:0000682$$4236,M cell of gut,CT,large_intestine,CL:0000682
UBERON:0005304,submucous nerve plexus,AS,large_intestine,UBERON:0005304
CL:0002573$$4237,Schwann cell,CT,large_intestine,CL:0002573
ASCTB-TEMP:ganglion$$4238,ganglion,CT,large_intestine,ASCTB-TEMP:ganglion
CL:0002088,interstitial cell of Cajal,CT,large_intestine,CL:0002088
UBERON:0012489,muscle layer of colon,AS,large_intestine,UBERON:0012489
UBERON:0012398,large intestine smooth muscle circular layer,AS,large_intestine,UBERON:0012398
CL:1000279,smooth muscle cell of large intestine,CT,large_intestine,CL:1000279
CL:0000057$$4239,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4240,Schwann cell,CT,large_intestine,CL:0002573
CL:1000412$$4241,endothelial cell of arteriole,CT,large_intestine,CL:1000412
CL:1000414$$4242,endothelial cell of venule,CT,large_intestine,CL:1000414
CL:0002138$$4243,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4244,pericyte,CT,large_intestine,CL:0000669
UBERON:0002439,myenteric nerve plexus,AS,large_intestine,UBERON:0002439
CL:0002088$$4245,interstitial cell of Cajal,CT,large_intestine,CL:0002088
ASCTB-TEMP:ganglion$$4246,ganglion,CT,large_intestine,ASCTB-TEMP:ganglion
CL:0002573$$4247,Schwann cell,CT,large_intestine,CL:0002573
CL:0000057$$4248,fibroblast,CT,large_intestine,CL:0000057
CL:1000412$$4249,endothelial cell of arteriole,CT,large_intestine,CL:1000412
CL:1000414$$4250,endothelial cell of venule,CT,large_intestine,CL:1000414
CL:0002138$$4251,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4252,pericyte,CT,large_intestine,CL:0000669
UBERON:0012399,large intestine smooth muscle longitudinal layer,AS,large_intestine,UBERON:0012399
CL:1000279$$4253,smooth muscle cell of large intestine,CT,large_intestine,CL:1000279
CL:0000057$$4254,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4255,Schwann cell,CT,large_intestine,CL:0002573
CL:1000412$$4256,endothelial cell of arteriole,CT,large_intestine,CL:1000412
CL:1000414$$4257,endothelial cell of venule,CT,large_intestine,CL:1000414
CL:0002138$$4258,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4259,pericyte,CT,large_intestine,CL:0000669
UBERON:0012375,subserosa,AS,large_intestine,UBERON:0012375
CL:0000057$$4260,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4261,Schwann cell,CT,large_intestine,CL:0002573
CL:1000412$$4262,endothelial cell of arteriole,CT,large_intestine,CL:1000412
CL:1000414$$4263,endothelial cell of venule,CT,large_intestine,CL:1000414
CL:0002138$$4264,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000136$$4265,fat cell,CT,large_intestine,CL:0000136
CL:0000669$$4266,pericyte,CT,large_intestine,CL:0000669
UBERON:0003335,serosa of colon,AS,large_intestine,UBERON:0003335
CL:1000457,mesothelial cell of visceral peritoneum,CT,large_intestine,CL:1000457
UBERON:0001153,caecum,AS,large_intestine,UBERON:0001153
UBERON:0000314,cecum mucosa,AS,large_intestine,UBERON:0000314
UBERON:0000397$$4267,colonic epithelium,AS,large_intestine,UBERON:0000397
CL:0002071$$4268,enterocyte of epithelium of large intestine,CT,large_intestine,CL:0002071
CL:1000321$$4269,large intestine crypt goblet cell,CT,large_intestine,CL:1000321
UBERON:0001984$$4270,crypt of Lieberkuhn of large intestine,AS,large_intestine,UBERON:0001984
UBERON:0011184$$4271,epithelium of crypt of Lieberkuhn,AS,large_intestine,UBERON:0011184
CL:0009016$$4272,intestinal crypt stem cell of large intestine,CT,large_intestine,CL:0009016
CL:0009009$$4273,paneth cell of colon,CT,large_intestine,CL:0009009
CL:0000165$$4274,neuroendocrine,CT,large_intestine,CL:0000165
CL:0002071$$4275,enterocyte of epithelium of large intestine,CT,large_intestine,CL:0002071
CL:1000321$$4276,large intestine crypt goblet cell,CT,large_intestine,CL:1000321
CL:0009011$$4277,transit amplifying cell of colon,CT,large_intestine,CL:0009011
CL:0019032$$4278,intestinal tuft cell,CT,large_intestine,CL:0019032
CL:0000915$$4279,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000915
CL:0000802$$4280,"CD8-alpha alpha positive, gamma-delta intraepithelial T cell",CT,large_intestine,CL:0000802
CL:0000796$$4281,"CD8-alpha-beta-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000796
CL:0000793$$4282,"CD4-positive, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000793
CL:0000935$$4283,"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell",CT,large_intestine,CL:0000935
UBERON:0011189,lamina propria of large intestine,AS,large_intestine,UBERON:0011189
ASCTB-TEMP:subepithelial-membrane$$4284,subepithelial membrane,CT,large_intestine,ASCTB-TEMP:subepithelial-membrane
ASCTB-TEMP:pericryptal-fibroblastic-sheath$$4285,pericryptal fibroblastic sheath,CT,large_intestine,ASCTB-TEMP:pericryptal-fibroblastic-sheath
CL:0002144$$4286,capillary endothelial cell,CT,large_intestine,CL:0002144
CL:0002138$$4287,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4288,pericyte,CT,large_intestine,CL:0000669
CL:0000186$$4289,myofibroblast cell,CT,large_intestine,CL:0000186
CL:0000057$$4290,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4291,Schwann cell,CT,large_intestine,CL:0002573
ASCTB-TEMP:ganglion$$4292,ganglion,CT,large_intestine,ASCTB-TEMP:ganglion
CL:0000165$$4293,neuroendocrine cell,CT,large_intestine,CL:0000165
UBERON:0001962$$4294,gut-associated lymphoid tissue,AS,large_intestine,UBERON:0001962
CL:0000682$$4295,M cell of gut,CT,large_intestine,CL:0000682
CL:0009018$$4296,lymphocyte of large intestine lamina propria,CT,large_intestine,CL:0009018
CL:0000235$$4297,macrophage,CT,large_intestine,CL:0000235
CL:0002138$$4298,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0002652$$4299,endothelial cell of high endothelial venule,CT,large_intestine,CL:0002652
CL:0000786$$4300,plasma cell,CT,large_intestine,CL:0000786
CL:0000041$$4301,mature eosinophil,CT,large_intestine,CL:0000041
CL:0000097$$4302,mast cell,CT,large_intestine,CL:0000097
CL:0000096$$4303,mature neutrophil,CT,large_intestine,CL:0000096
CL:0000451$$4304,dendritic cell,CT,large_intestine,CL:0000451
UBERON:0007178$$4305,muscularis mucosae of colon,AS,large_intestine,UBERON:0007178
CL:0000057$$4306,fibroblast,CT,large_intestine,CL:0000057
CL:0002573$$4307,Schwann cell,CT,large_intestine,CL:0002573
CL:0002144$$4308,capillary endothelial cell,CT,large_intestine,CL:0002144
CL:0002138$$4309,endothelial cell of lymphatic vessel,CT,large_intestine,CL:0002138
CL:0000669$$4310,pericyte,CT,large_intestine,CL:0000669
UBERON:0004927,submucosa of cecum,AS,large_intestine,UBERON:0004927
CL:0000136$$4311,fat cell,CT,large_intestine,CL:0000136
CL:0000057$$4312,fibroblast,CT,large_intestine,CL:0000057
