id,name,type,organ,ontology_id
UBERON:0013702,body,AS,body,UBERON:0013702
UBERON:0000948,heart,AS,blood_vasculature,UBERON:0000948
UBERON:0002079,left cardiac atrium,AS,blood_vasculature,UBERON:0002079
CL:0010008,cardiac endothelial cell,CT,blood_vasculature,CL:0010008
FMA:49913,Left inferior pulmonary vein,AS,blood_vasculature,FMA:49913
CL:0000071,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543,vein endothelial cell,CT,blood_vasculature,CL:0002543
FMA:49916,Left superior pulmonary vein,AS,blood_vasculature,FMA:49916
CL:0000071$$1,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$2,vein endothelial cell,CT,blood_vasculature,CL:0002543
UBERON:0002016,pulmonary vein,AS,blood_vasculature,UBERON:0002016
CL:0000071$$3,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$4,vein endothelial cell,CT,blood_vasculature,CL:0002543
UBERON:0014904,intersegmental pulmonary vein,AS,blood_vasculature,UBERON:0014904
CL:0000071$$5,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$6,vein endothelial cell,CT,blood_vasculature,CL:0002543
UBERON:8600052,subsegmental pulmonary vein,AS,blood_vasculature,UBERON:8600052
CL:0000071$$7,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$8,vein endothelial cell,CT,blood_vasculature,CL:0002543
ASCTB-TEMP:pulmonary-venule,pulmonary venule,AS,blood_vasculature,ASCTB-TEMP:pulmonary-venule
CL:0000071$$9,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000414,endothelial cell of venule,CT,blood_vasculature,CL:1000414
ASCTB-TEMP:bronchial-capillary-2,bronchial capillary #2,AS,blood_vasculature,ASCTB-TEMP:bronchial-capillary-2
CL:0000071$$10,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:8600061,intra-acinar venule,AS,blood_vasculature,UBERON:8600061
CL:0000071$$11,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000414$$12,endothelial cell of venule,CT,blood_vasculature,CL:1000414
ASCTB-TEMP:post-alveolar-capillary,post-alveolar capillary,AS,blood_vasculature,ASCTB-TEMP:post-alveolar-capillary
CL:0000071$$13,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$14,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:49911,Right inferior pulmonary vein,AS,blood_vasculature,FMA:49911
CL:0000071$$15,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$16,vein endothelial cell,CT,blood_vasculature,CL:0002543
FMA:49914,Right superior pulmonary vein,AS,blood_vasculature,FMA:49914
CL:0000071$$17,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002543$$18,vein endothelial cell,CT,blood_vasculature,CL:0002543
UBERON:0002084,heart left ventricle,AS,blood_vasculature,UBERON:0002084
CL:0010008$$19,cardiac endothelial cell,CT,blood_vasculature,CL:0010008
UBERON:0000947,aorta,AS,blood_vasculature,UBERON:0000947
CL:0000071$$20,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001496,ascending aorta,AS,blood_vasculature,UBERON:0001496
CL:0000071$$21,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$22,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$23,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$24,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001508,arch of aorta,AS,blood_vasculature,UBERON:0001508
CL:0000071$$25,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$26,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$27,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$28,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001529,brachiocephalic artery,AS,blood_vasculature,UBERON:0001529
CL:0000071$$29,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$30,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$31,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$32,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001531,right common carotid artery plus branches,AS,blood_vasculature,UBERON:0001531
CL:0000071$$33,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$34,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$35,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$36,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001534,right subclavian artery,AS,blood_vasculature,UBERON:0001534
CL:0000071$$37,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$38,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$39,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$40,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001530,common carotid artery plus branches,AS,blood_vasculature,UBERON:0001530
CL:0000071$$41,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$42,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$43,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$44,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001070,external carotid artery,AS,blood_vasculature,UBERON:0001070
CL:0000071$$45,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$46,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$47,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$48,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600078,ascending pharyngeal artery,AS,blood_vasculature,UBERON:8600078
CL:0000071$$49,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$50,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$51,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$52,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49506,Inferior tympanic artery,AS,blood_vasculature,FMA:49506
CL:0000071$$53,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$54,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$55,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$56,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:neuromeningeal-trunk,neuromeningeal trunk,AS,blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk
CL:0000071$$57,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$58,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$59,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$60,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,hypoglossal branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery
CL:0000071$$61,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$62,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$63,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$64,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,jugular branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery
CL:0000071$$65,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$66,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$67,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$68,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:odontoid-arcade,odontoid arcade,AS,blood_vasculature,ASCTB-TEMP:odontoid-arcade
CL:0000071$$69,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$70,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$71,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$72,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010249,posterior meningeal artery,AS,blood_vasculature,UBERON:0010249
CL:0000071$$73,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$74,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$75,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$76,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:pharyngeal-trunk,pharyngeal trunk,AS,blood_vasculature,ASCTB-TEMP:pharyngeal-trunk
CL:0000071$$77,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$78,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$79,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$80,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,eustachian branch of ascending pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery
CL:0000071$$81,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$82,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$83,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$84,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:inferior-pharyngeal-artery,inferior pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery
CL:0000071$$85,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$86,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$87,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$88,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:middle-pharyngeal-artery,middle pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery
CL:0000071$$89,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$90,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$91,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$92,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:superior-pharyngeal-artery,superior pharyngeal artery,AS,blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery
CL:0000071$$93,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$94,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$95,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$96,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:pterygovaginal-artery,pterygovaginal artery,AS,blood_vasculature,ASCTB-TEMP:pterygovaginal-artery
CL:0000071$$97,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$98,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$99,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$100,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:79211,Tonsillar branch of ascending pharyngeal artery,AS,blood_vasculature,FMA:79211
CL:0000071$$101,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$102,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$103,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$104,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001612,facial artery,AS,blood_vasculature,UBERON:0001612
CL:0000071$$105,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$106,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$107,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$108,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0010408,ocular angle artery,AS,blood_vasculature,UBERON:0010408
CL:0000071$$109,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$110,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$111,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$112,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600095,ascending palatine artery,AS,blood_vasculature,UBERON:8600095
CL:0000071$$113,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$114,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$115,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$116,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:palatine-tonsil-arteriole,palatine tonsil arteriole,AS,blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole
CL:0000071$$117,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$118,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$119,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:palatine-tonsil-capillary,palatine tonsil capillary,AS,blood_vasculature,ASCTB-TEMP:palatine-tonsil-capillary
CL:0000071$$120,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$121,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:71675,Set of glandular branches of facial artery,AS,blood_vasculature,FMA:71675
CL:0000071$$122,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$123,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$124,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$125,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:submandibular-gland-arteriole,submandibular gland arteriole,AS,blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole
CL:0000071$$126,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$127,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$128,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$129,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:submandibular-gland-capillary,submandibular gland capillary,AS,blood_vasculature,ASCTB-TEMP:submandibular-gland-capillary
CL:0000071$$130,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$131,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0003471,artery of lower lip,AS,blood_vasculature,UBERON:0003471
CL:0000071$$132,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$133,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$134,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$135,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:inferior-labial-gland-arteriole,inferior labial gland arteriole,AS,blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole
CL:0000071$$136,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$137,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$138,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$139,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:inferior-labial-gland-capillary,inferior labial gland capillary,AS,blood_vasculature,ASCTB-TEMP:inferior-labial-gland-capillary
CL:0000071$$140,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$141,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:49580,Lateral nasal artery,AS,blood_vasculature,FMA:49580
CL:0000071$$142,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$143,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$144,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$145,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600096,submental artery,AS,blood_vasculature,UBERON:8600096
CL:0000071$$146,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$147,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$148,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$149,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,submandibular gland branch of submental artery,AS,blood_vasculature,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery
CL:0000071$$150,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$151,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$152,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$153,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0003470,artery of upper lip,AS,blood_vasculature,UBERON:0003470
CL:0000071$$154,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$155,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$156,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$157,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:superior-labial-gland-arteriole,superior labial gland arteriole,AS,blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole
CL:0000071$$158,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$159,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$160,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$161,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:superior-labial-gland-capillary,superior labial gland capillary,AS,blood_vasculature,ASCTB-TEMP:superior-labial-gland-capillary
CL:0000071$$162,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$163,capillary endothelial cell,CT,blood_vasculature,CL:0002144
FMA:49558,Tonsillar artery,AS,blood_vasculature,FMA:49558
CL:0000071$$164,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$165,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$166,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$167,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001610,lingual artery,AS,blood_vasculature,UBERON:0001610
CL:0000071$$168,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$169,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$170,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$171,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600097,deep lingual artery,AS,blood_vasculature,UBERON:8600097
CL:0000071$$172,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$173,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$174,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$175,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:anterior-lingual-gland-arteriole,anterior lingual gland arteriole,AS,blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole
CL:0000071$$176,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$177,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$178,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$179,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:anterior-lingual-gland-capillary,anterior lingual gland capillary,AS,blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-capillary
CL:0000071$$180,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$181,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:8600098,dorsal lingual artery,AS,blood_vasculature,UBERON:8600098
CL:0000071$$182,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$183,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$184,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$185,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:weber-s-gland-arteriole,Weber's gland arteriole,AS,blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole
CL:0000071$$186,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$187,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$188,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$189,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:weber-s-gland-capillary,Weber's gland capillary,AS,blood_vasculature,ASCTB-TEMP:weber-s-gland-capillary
CL:0000071$$190,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$191,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0001611,sublingual artery,AS,blood_vasculature,UBERON:0001611
CL:0000071$$192,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$193,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$194,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$195,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:sublingual-gland-arteriole,sublingual gland arteriole,AS,blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole
CL:0000071$$196,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$197,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$198,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$199,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:sublingual-gland-capillary,sublingual gland capillary,AS,blood_vasculature,ASCTB-TEMP:sublingual-gland-capillary
CL:0000071$$200,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$201,capillary endothelial cell,CT,blood_vasculature,CL:0002144
ASCTB-TEMP:tongue-arteriole,tongue arteriole,AS,blood_vasculature,ASCTB-TEMP:tongue-arteriole
CL:0000071$$202,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$203,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$204,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$205,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:tongue-capillary,tongue capillary,AS,blood_vasculature,ASCTB-TEMP:tongue-capillary
CL:0000071$$206,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$207,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0001616,maxillary artery,AS,blood_vasculature,UBERON:0001616
CL:0000071$$208,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$209,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$210,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$211,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600099,accessory meningeal artery,AS,blood_vasculature,UBERON:8600099
CL:0000071$$212,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$213,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$214,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$215,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0009654,alveolar artery,AS,blood_vasculature,UBERON:0009654
CL:0000071$$216,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$217,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$218,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$219,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49745,Anterior deep temporal artery,AS,blood_vasculature,FMA:49745
CL:0000071$$220,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$221,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$222,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$223,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
FMA:49692,Anterior tympanic artery,AS,blood_vasculature,FMA:49692
CL:0000071$$224,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$225,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$226,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$227,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:8600100,artery of pterygoid canal,AS,blood_vasculature,UBERON:8600100
CL:0000071$$228,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$229,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$230,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$231,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
UBERON:0001618,buccal artery,AS,blood_vasculature,UBERON:0001618
CL:0000071$$232,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$233,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$234,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$235,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:buccal-mucosa-arteriole,buccal mucosa arteriole,AS,blood_vasculature,ASCTB-TEMP:buccal-mucosa-arteriole
CL:0000071$$236,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$237,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$238,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$239,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:buccal-mucosa-capillary,buccal mucosa capillary,AS,blood_vasculature,ASCTB-TEMP:buccal-mucosa-capillary
CL:0000071$$240,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:0002144$$241,capillary endothelial cell,CT,blood_vasculature,CL:0002144
UBERON:0014695,deep auricular artery,AS,blood_vasculature,UBERON:0014695
CL:0000071$$242,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000413$$243,endothelial cell of artery,CT,blood_vasculature,CL:1000413
CL:0000057$$244,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$245,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
ASCTB-TEMP:deep-parotid-gland-arteriole,deep parotid gland arteriole,AS,blood_vasculature,ASCTB-TEMP:deep-parotid-gland-arteriole
CL:0000071$$246,blood vessel endothelial cell,CT,blood_vasculature,CL:0000071
CL:1000412$$247,endothelial cell of arteriole,CT,blood_vasculature,CL:1000412
CL:0000057$$248,fibroblast,CT,blood_vasculature,CL:0000057
CL:0000359$$249,vascular associated smooth muscle cell,CT,blood_vasculature,CL:0000359
