organ,source,target,source_type,target_type
blood_vasculature,UBERON:0000948,UBERON:0002079,AS,AS
blood_vasculature,UBERON:0000948,UBERON:0002084,AS,AS
blood_vasculature,UBERON:0000948,UBERON:0002078,AS,AS
blood_vasculature,UBERON:0000948,UBERON:0002080,AS,AS
blood_vasculature,UBERON:0002079,CL:0010008,AS,CT
blood_vasculature,UBERON:0002079,FMA:49913,AS,AS
heart,UBERON:0002079,FMA:49913$$3961,AS,AS
blood_vasculature,UBERON:0002079,FMA:49916,AS,AS
heart,UBERON:0002079,FMA:49916$$3965,AS,AS
blood_vasculature,UBERON:0002079,UBERON:0002016,AS,AS
lung,UBERON:0002079,UBERON:0002016$$5519,AS,AS
blood_vasculature,UBERON:0002079,FMA:49911,AS,AS
heart,UBERON:0002079,FMA:49911$$3969,AS,AS
blood_vasculature,UBERON:0002079,FMA:49914,AS,AS
heart,UBERON:0002079,FMA:49914$$3973,AS,AS
blood_vasculature,FMA:49913,CL:0000071,AS,CT
blood_vasculature,FMA:49913,CL:0002543,AS,CT
heart,FMA:49913$$3961,CL:0000071$$3962,AS,CT
blood_vasculature,FMA:49916,CL:0000071$$1,AS,CT
blood_vasculature,FMA:49916,CL:0002543$$2,AS,CT
heart,FMA:49916$$3965,CL:0000071$$3966,AS,CT
blood_vasculature,UBERON:0002016,CL:0000071$$3,AS,CT
blood_vasculature,UBERON:0002016,CL:0002543$$4,AS,CT
blood_vasculature,UBERON:0002016,UBERON:0014904,AS,AS
lung,UBERON:0002016,UBERON:0014904$$5518,AS,AS
blood_vasculature,UBERON:0002016$$5519,UBERON:0014904,AS,AS
lung,UBERON:0002016$$5519,UBERON:0014904$$5518,AS,AS
blood_vasculature,UBERON:0014904,CL:0000071$$5,AS,CT
blood_vasculature,UBERON:0014904,CL:0002543$$6,AS,CT
blood_vasculature,UBERON:0014904,UBERON:8600052,AS,AS
blood_vasculature,UBERON:0014904$$5518,UBERON:8600052,AS,AS
blood_vasculature,UBERON:8600052,CL:0000071$$7,AS,CT
blood_vasculature,UBERON:8600052,CL:0002543$$8,AS,CT
blood_vasculature,UBERON:8600052,ASCTB-TEMP:pulmonary-venule,AS,AS
blood_vasculature,ASCTB-TEMP:pulmonary-venule,CL:0000071$$9,AS,CT
blood_vasculature,ASCTB-TEMP:pulmonary-venule,CL:1000414,AS,CT
blood_vasculature,ASCTB-TEMP:pulmonary-venule,ASCTB-TEMP:bronchial-capillary-2,AS,AS
blood_vasculature,ASCTB-TEMP:pulmonary-venule,UBERON:8600061,AS,AS
blood_vasculature,ASCTB-TEMP:bronchial-capillary-2,CL:0000071$$10,AS,CT
blood_vasculature,ASCTB-TEMP:bronchial-capillary-2,CL:0002144,AS,CT
blood_vasculature,UBERON:8600061,CL:0000071$$11,AS,CT
blood_vasculature,UBERON:8600061,CL:1000414$$12,AS,CT
blood_vasculature,UBERON:8600061,ASCTB-TEMP:post-alveolar-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:post-alveolar-capillary,CL:0000071$$13,AS,CT
blood_vasculature,ASCTB-TEMP:post-alveolar-capillary,CL:0002144$$14,AS,CT
blood_vasculature,FMA:49911,CL:0000071$$15,AS,CT
blood_vasculature,FMA:49911,CL:0002543$$16,AS,CT
heart,FMA:49911$$3969,CL:0000071$$3970,AS,CT
blood_vasculature,FMA:49914,CL:0000071$$17,AS,CT
blood_vasculature,FMA:49914,CL:0002543$$18,AS,CT
heart,FMA:49914$$3973,CL:0000071$$3974,AS,CT
blood_vasculature,UBERON:0002084,CL:0010008$$19,AS,CT
blood_vasculature,UBERON:0002084,UBERON:0000947,AS,AS
blood_vasculature,UBERON:0000947,CL:0000071$$20,AS,CT
blood_vasculature,UBERON:0000947,CL:1000413,AS,CT
blood_vasculature,UBERON:0000947,CL:0000057,AS,CT
blood_vasculature,UBERON:0000947,CL:0000359,AS,CT
blood_vasculature,UBERON:0000947,UBERON:0001496,AS,AS
blood_vasculature,UBERON:0001496,CL:0000071$$21,AS,CT
blood_vasculature,UBERON:0001496,CL:1000413$$22,AS,CT
blood_vasculature,UBERON:0001496,CL:0000057$$23,AS,CT
blood_vasculature,UBERON:0001496,CL:0000359$$24,AS,CT
blood_vasculature,UBERON:0001496,UBERON:0001508,AS,AS
blood_vasculature,UBERON:0001496,UBERON:0001626,AS,AS
blood_vasculature,UBERON:0001496,UBERON:0001625,AS,AS
heart,UBERON:0001496,UBERON:0001625$$3930,AS,AS
blood_vasculature,UBERON:0001508,CL:0000071$$25,AS,CT
blood_vasculature,UBERON:0001508,CL:1000413$$26,AS,CT
blood_vasculature,UBERON:0001508,CL:0000057$$27,AS,CT
blood_vasculature,UBERON:0001508,CL:0000359$$28,AS,CT
blood_vasculature,UBERON:0001508,UBERON:0001529,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001530,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001514,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001536,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001584,AS,AS
blood_vasculature,UBERON:0001508,UBERON:0001533,AS,AS
blood_vasculature,UBERON:0001529,CL:0000071$$29,AS,CT
blood_vasculature,UBERON:0001529,CL:1000413$$30,AS,CT
blood_vasculature,UBERON:0001529,CL:0000057$$31,AS,CT
blood_vasculature,UBERON:0001529,CL:0000359$$32,AS,CT
blood_vasculature,UBERON:0001529,UBERON:0001531,AS,AS
blood_vasculature,UBERON:0001529,UBERON:0001534,AS,AS
blood_vasculature,UBERON:0001531,CL:0000071$$33,AS,CT
blood_vasculature,UBERON:0001531,CL:1000413$$34,AS,CT
blood_vasculature,UBERON:0001531,CL:0000057$$35,AS,CT
blood_vasculature,UBERON:0001531,CL:0000359$$36,AS,CT
blood_vasculature,UBERON:0001534,CL:0000071$$37,AS,CT
blood_vasculature,UBERON:0001534,CL:1000413$$38,AS,CT
blood_vasculature,UBERON:0001534,CL:0000057$$39,AS,CT
blood_vasculature,UBERON:0001534,CL:0000359$$40,AS,CT
blood_vasculature,UBERON:0001530,CL:0000071$$41,AS,CT
blood_vasculature,UBERON:0001530,CL:1000413$$42,AS,CT
blood_vasculature,UBERON:0001530,CL:0000057$$43,AS,CT
blood_vasculature,UBERON:0001530,CL:0000359$$44,AS,CT
blood_vasculature,UBERON:0001530,UBERON:0001070,AS,AS
palatine_tonsil,UBERON:0001530,UBERON:0001070$$7709,AS,AS
blood_vasculature,UBERON:0001530,UBERON:0001532,AS,AS
blood_vasculature,UBERON:0001070,CL:0000071$$45,AS,CT
blood_vasculature,UBERON:0001070,CL:1000413$$46,AS,CT
blood_vasculature,UBERON:0001070,CL:0000057$$47,AS,CT
blood_vasculature,UBERON:0001070,CL:0000359$$48,AS,CT
blood_vasculature,UBERON:0001070,UBERON:8600078,AS,AS
palatine_tonsil,UBERON:0001070,UBERON:8600078$$7707,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001612,AS,AS
palatine_tonsil,UBERON:0001070,UBERON:0001612$$7705,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001610,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001616,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001613,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0014694,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0001614,AS,AS
blood_vasculature,UBERON:0001070,UBERON:0007150,AS,AS
palatine_tonsil,UBERON:0001070$$7709,CL:0000071$$7710,AS,CT
blood_vasculature,UBERON:0001070$$7709,UBERON:8600078,AS,AS
palatine_tonsil,UBERON:0001070$$7709,UBERON:8600078$$7707,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0001612,AS,AS
palatine_tonsil,UBERON:0001070$$7709,UBERON:0001612$$7705,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0001610,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0001616,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0001613,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0014694,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0001614,AS,AS
blood_vasculature,UBERON:0001070$$7709,UBERON:0007150,AS,AS
blood_vasculature,UBERON:8600078,CL:0000071$$49,AS,CT
blood_vasculature,UBERON:8600078,CL:1000413$$50,AS,CT
blood_vasculature,UBERON:8600078,CL:0000057$$51,AS,CT
blood_vasculature,UBERON:8600078,CL:0000359$$52,AS,CT
blood_vasculature,UBERON:8600078,FMA:49506,AS,AS
blood_vasculature,UBERON:8600078,ASCTB-TEMP:neuromeningeal-trunk,AS,AS
blood_vasculature,UBERON:8600078,ASCTB-TEMP:pharyngeal-trunk,AS,AS
blood_vasculature,UBERON:8600078,FMA:79211,AS,AS
palatine_tonsil,UBERON:8600078$$7707,CL:0000071$$7708,AS,CT
blood_vasculature,UBERON:8600078$$7707,FMA:49506,AS,AS
blood_vasculature,UBERON:8600078$$7707,ASCTB-TEMP:neuromeningeal-trunk,AS,AS
blood_vasculature,UBERON:8600078$$7707,ASCTB-TEMP:pharyngeal-trunk,AS,AS
blood_vasculature,UBERON:8600078$$7707,FMA:79211,AS,AS
blood_vasculature,FMA:49506,CL:0000071$$53,AS,CT
blood_vasculature,FMA:49506,CL:1000413$$54,AS,CT
blood_vasculature,FMA:49506,CL:0000057$$55,AS,CT
blood_vasculature,FMA:49506,CL:0000359$$56,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000071$$57,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:1000413$$58,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000057$$59,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,CL:0000359$$60,AS,CT
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,ASCTB-TEMP:odontoid-arcade,AS,AS
blood_vasculature,ASCTB-TEMP:neuromeningeal-trunk,UBERON:0010249,AS,AS
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000071$$61,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:1000413$$62,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000057$$63,AS,CT
blood_vasculature,ASCTB-TEMP:hypoglossal-branch-of-ascending-pharyngeal-artery,CL:0000359$$64,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000071$$65,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:1000413$$66,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000057$$67,AS,CT
blood_vasculature,ASCTB-TEMP:jugular-branch-of-ascending-pharyngeal-artery,CL:0000359$$68,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000071$$69,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:1000413$$70,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000057$$71,AS,CT
blood_vasculature,ASCTB-TEMP:odontoid-arcade,CL:0000359$$72,AS,CT
blood_vasculature,UBERON:0010249,CL:0000071$$73,AS,CT
blood_vasculature,UBERON:0010249,CL:1000413$$74,AS,CT
blood_vasculature,UBERON:0010249,CL:0000057$$75,AS,CT
blood_vasculature,UBERON:0010249,CL:0000359$$76,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000071$$77,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:1000413$$78,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000057$$79,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,CL:0000359$$80,AS,CT
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:inferior-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:middle-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pharyngeal-trunk,ASCTB-TEMP:superior-pharyngeal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000071$$81,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:1000413$$82,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000057$$83,AS,CT
blood_vasculature,ASCTB-TEMP:eustachian-branch-of-ascending-pharyngeal-artery,CL:0000359$$84,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000071$$85,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:1000413$$86,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000057$$87,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-pharyngeal-artery,CL:0000359$$88,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000071$$89,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:1000413$$90,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000057$$91,AS,CT
blood_vasculature,ASCTB-TEMP:middle-pharyngeal-artery,CL:0000359$$92,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000071$$93,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:1000413$$94,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000057$$95,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,CL:0000359$$96,AS,CT
blood_vasculature,ASCTB-TEMP:superior-pharyngeal-artery,ASCTB-TEMP:pterygovaginal-artery,AS,AS
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000071$$97,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:1000413$$98,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000057$$99,AS,CT
blood_vasculature,ASCTB-TEMP:pterygovaginal-artery,CL:0000359$$100,AS,CT
blood_vasculature,FMA:79211,CL:0000071$$101,AS,CT
blood_vasculature,FMA:79211,CL:1000413$$102,AS,CT
blood_vasculature,FMA:79211,CL:0000057$$103,AS,CT
blood_vasculature,FMA:79211,CL:0000359$$104,AS,CT
blood_vasculature,UBERON:0001612,CL:0000071$$105,AS,CT
blood_vasculature,UBERON:0001612,CL:1000413$$106,AS,CT
blood_vasculature,UBERON:0001612,CL:0000057$$107,AS,CT
blood_vasculature,UBERON:0001612,CL:0000359$$108,AS,CT
blood_vasculature,UBERON:0001612,UBERON:0010408,AS,AS
blood_vasculature,UBERON:0001612,UBERON:8600095,AS,AS
palatine_tonsil,UBERON:0001612,UBERON:8600095$$7703,AS,AS
blood_vasculature,UBERON:0001612,FMA:71675,AS,AS
blood_vasculature,UBERON:0001612,UBERON:0003471,AS,AS
blood_vasculature,UBERON:0001612,FMA:49580,AS,AS
blood_vasculature,UBERON:0001612,UBERON:8600096,AS,AS
blood_vasculature,UBERON:0001612,UBERON:0003470,AS,AS
blood_vasculature,UBERON:0001612,FMA:49558,AS,AS
palatine_tonsil,UBERON:0001612$$7705,CL:0000071$$7706,AS,CT
blood_vasculature,UBERON:0001612$$7705,UBERON:0010408,AS,AS
blood_vasculature,UBERON:0001612$$7705,UBERON:8600095,AS,AS
palatine_tonsil,UBERON:0001612$$7705,UBERON:8600095$$7703,AS,AS
blood_vasculature,UBERON:0001612$$7705,FMA:71675,AS,AS
blood_vasculature,UBERON:0001612$$7705,UBERON:0003471,AS,AS
blood_vasculature,UBERON:0001612$$7705,FMA:49580,AS,AS
blood_vasculature,UBERON:0001612$$7705,UBERON:8600096,AS,AS
blood_vasculature,UBERON:0001612$$7705,UBERON:0003470,AS,AS
blood_vasculature,UBERON:0001612$$7705,FMA:49558,AS,AS
blood_vasculature,UBERON:0010408,CL:0000071$$109,AS,CT
blood_vasculature,UBERON:0010408,CL:1000413$$110,AS,CT
blood_vasculature,UBERON:0010408,CL:0000057$$111,AS,CT
blood_vasculature,UBERON:0010408,CL:0000359$$112,AS,CT
blood_vasculature,UBERON:8600095,CL:0000071$$113,AS,CT
blood_vasculature,UBERON:8600095,CL:1000413$$114,AS,CT
blood_vasculature,UBERON:8600095,CL:0000057$$115,AS,CT
blood_vasculature,UBERON:8600095,CL:0000359$$116,AS,CT
blood_vasculature,UBERON:8600095,ASCTB-TEMP:palatine-tonsil-arteriole,AS,AS
palatine_tonsil,UBERON:8600095$$7703,CL:0000071$$7704,AS,CT
blood_vasculature,UBERON:8600095$$7703,ASCTB-TEMP:palatine-tonsil-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole,CL:0000071$$117,AS,CT
blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole,CL:1000412,AS,CT
blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole,CL:0000057$$118,AS,CT
blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole,CL:0000359$$119,AS,CT
blood_vasculature,ASCTB-TEMP:palatine-tonsil-arteriole,ASCTB-TEMP:palatine-tonsil-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:palatine-tonsil-capillary,CL:0000071$$120,AS,CT
blood_vasculature,ASCTB-TEMP:palatine-tonsil-capillary,CL:0002144$$121,AS,CT
blood_vasculature,FMA:71675,CL:0000071$$122,AS,CT
blood_vasculature,FMA:71675,CL:1000413$$123,AS,CT
blood_vasculature,FMA:71675,CL:0000057$$124,AS,CT
blood_vasculature,FMA:71675,CL:0000359$$125,AS,CT
blood_vasculature,FMA:71675,ASCTB-TEMP:submandibular-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole,CL:0000071$$126,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole,CL:1000412$$127,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole,CL:0000057$$128,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole,CL:0000359$$129,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-arteriole,ASCTB-TEMP:submandibular-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:submandibular-gland-capillary,CL:0000071$$130,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-capillary,CL:0002144$$131,AS,CT
blood_vasculature,UBERON:0003471,CL:0000071$$132,AS,CT
blood_vasculature,UBERON:0003471,CL:1000413$$133,AS,CT
blood_vasculature,UBERON:0003471,CL:0000057$$134,AS,CT
blood_vasculature,UBERON:0003471,CL:0000359$$135,AS,CT
blood_vasculature,UBERON:0003471,ASCTB-TEMP:inferior-labial-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole,CL:0000071$$136,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole,CL:1000412$$137,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole,CL:0000057$$138,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole,CL:0000359$$139,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-arteriole,ASCTB-TEMP:inferior-labial-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-capillary,CL:0000071$$140,AS,CT
blood_vasculature,ASCTB-TEMP:inferior-labial-gland-capillary,CL:0002144$$141,AS,CT
blood_vasculature,FMA:49580,CL:0000071$$142,AS,CT
blood_vasculature,FMA:49580,CL:1000413$$143,AS,CT
blood_vasculature,FMA:49580,CL:0000057$$144,AS,CT
blood_vasculature,FMA:49580,CL:0000359$$145,AS,CT
blood_vasculature,UBERON:8600096,CL:0000071$$146,AS,CT
blood_vasculature,UBERON:8600096,CL:1000413$$147,AS,CT
blood_vasculature,UBERON:8600096,CL:0000057$$148,AS,CT
blood_vasculature,UBERON:8600096,CL:0000359$$149,AS,CT
blood_vasculature,UBERON:8600096,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,AS,AS
blood_vasculature,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,CL:0000071$$150,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,CL:1000413$$151,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,CL:0000057$$152,AS,CT
blood_vasculature,ASCTB-TEMP:submandibular-gland-branch-of-submental-artery,CL:0000359$$153,AS,CT
blood_vasculature,UBERON:0003470,CL:0000071$$154,AS,CT
blood_vasculature,UBERON:0003470,CL:1000413$$155,AS,CT
blood_vasculature,UBERON:0003470,CL:0000057$$156,AS,CT
blood_vasculature,UBERON:0003470,CL:0000359$$157,AS,CT
blood_vasculature,UBERON:0003470,ASCTB-TEMP:superior-labial-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole,CL:0000071$$158,AS,CT
blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole,CL:1000412$$159,AS,CT
blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole,CL:0000057$$160,AS,CT
blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole,CL:0000359$$161,AS,CT
blood_vasculature,ASCTB-TEMP:superior-labial-gland-arteriole,ASCTB-TEMP:superior-labial-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:superior-labial-gland-capillary,CL:0000071$$162,AS,CT
blood_vasculature,ASCTB-TEMP:superior-labial-gland-capillary,CL:0002144$$163,AS,CT
blood_vasculature,FMA:49558,CL:0000071$$164,AS,CT
blood_vasculature,FMA:49558,CL:1000413$$165,AS,CT
blood_vasculature,FMA:49558,CL:0000057$$166,AS,CT
blood_vasculature,FMA:49558,CL:0000359$$167,AS,CT
blood_vasculature,UBERON:0001610,CL:0000071$$168,AS,CT
blood_vasculature,UBERON:0001610,CL:1000413$$169,AS,CT
blood_vasculature,UBERON:0001610,CL:0000057$$170,AS,CT
blood_vasculature,UBERON:0001610,CL:0000359$$171,AS,CT
blood_vasculature,UBERON:0001610,UBERON:8600097,AS,AS
blood_vasculature,UBERON:0001610,UBERON:8600098,AS,AS
palatine_tonsil,UBERON:0001610,UBERON:8600098$$7701,AS,AS
blood_vasculature,UBERON:0001610,UBERON:0001611,AS,AS
blood_vasculature,UBERON:0001610,ASCTB-TEMP:tongue-arteriole,AS,AS
blood_vasculature,UBERON:8600097,CL:0000071$$172,AS,CT
blood_vasculature,UBERON:8600097,CL:1000413$$173,AS,CT
blood_vasculature,UBERON:8600097,CL:0000057$$174,AS,CT
blood_vasculature,UBERON:8600097,CL:0000359$$175,AS,CT
blood_vasculature,UBERON:8600097,ASCTB-TEMP:anterior-lingual-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole,CL:0000071$$176,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole,CL:1000412$$177,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole,CL:0000057$$178,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole,CL:0000359$$179,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-arteriole,ASCTB-TEMP:anterior-lingual-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-capillary,CL:0000071$$180,AS,CT
blood_vasculature,ASCTB-TEMP:anterior-lingual-gland-capillary,CL:0002144$$181,AS,CT
blood_vasculature,UBERON:8600098,CL:0000071$$182,AS,CT
blood_vasculature,UBERON:8600098,CL:1000413$$183,AS,CT
blood_vasculature,UBERON:8600098,CL:0000057$$184,AS,CT
blood_vasculature,UBERON:8600098,CL:0000359$$185,AS,CT
blood_vasculature,UBERON:8600098,ASCTB-TEMP:weber-s-gland-arteriole,AS,AS
palatine_tonsil,UBERON:8600098$$7701,CL:0000071$$7702,AS,CT
blood_vasculature,UBERON:8600098$$7701,ASCTB-TEMP:weber-s-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole,CL:0000071$$186,AS,CT
blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole,CL:1000412$$187,AS,CT
blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole,CL:0000057$$188,AS,CT
blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole,CL:0000359$$189,AS,CT
blood_vasculature,ASCTB-TEMP:weber-s-gland-arteriole,ASCTB-TEMP:weber-s-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:weber-s-gland-capillary,CL:0000071$$190,AS,CT
blood_vasculature,ASCTB-TEMP:weber-s-gland-capillary,CL:0002144$$191,AS,CT
blood_vasculature,UBERON:0001611,CL:0000071$$192,AS,CT
blood_vasculature,UBERON:0001611,CL:1000413$$193,AS,CT
blood_vasculature,UBERON:0001611,CL:0000057$$194,AS,CT
blood_vasculature,UBERON:0001611,CL:0000359$$195,AS,CT
blood_vasculature,UBERON:0001611,ASCTB-TEMP:sublingual-gland-arteriole,AS,AS
blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole,CL:0000071$$196,AS,CT
blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole,CL:1000412$$197,AS,CT
blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole,CL:0000057$$198,AS,CT
blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole,CL:0000359$$199,AS,CT
blood_vasculature,ASCTB-TEMP:sublingual-gland-arteriole,ASCTB-TEMP:sublingual-gland-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:sublingual-gland-capillary,CL:0000071$$200,AS,CT
blood_vasculature,ASCTB-TEMP:sublingual-gland-capillary,CL:0002144$$201,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-arteriole,CL:0000071$$202,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-arteriole,CL:1000412$$203,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-arteriole,CL:0000057$$204,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-arteriole,CL:0000359$$205,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-arteriole,ASCTB-TEMP:tongue-capillary,AS,AS
blood_vasculature,ASCTB-TEMP:tongue-capillary,CL:0000071$$206,AS,CT
blood_vasculature,ASCTB-TEMP:tongue-capillary,CL:0002144$$207,AS,CT
blood_vasculature,UBERON:0001616,CL:0000071$$208,AS,CT
blood_vasculature,UBERON:0001616,CL:1000413$$209,AS,CT
blood_vasculature,UBERON:0001616,CL:0000057$$210,AS,CT
blood_vasculature,UBERON:0001616,CL:0000359$$211,AS,CT
blood_vasculature,UBERON:0001616,UBERON:8600099,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0009654,AS,AS
blood_vasculature,UBERON:0001616,FMA:49745,AS,AS
blood_vasculature,UBERON:0001616,FMA:49692,AS,AS
blood_vasculature,UBERON:0001616,UBERON:8600100,AS,AS
blood_vasculature,UBERON:0001616,UBERON:0001618,AS,AS
